Name,Energy Type,Set Name,Set Code,Card Number,Card Type,HP,Attacks,Weakness,Retreat Cost,Illustrator,Flavor Text,Image URL,Rarity,Pack,Local Image Path
Red Card,,Promo-A,P-A,6,Trainer - Item,,"[{'name': 'Effect', 'cost': [], 'damage': '', 'effect': 'Your opponent shuffles their hand into their deck and draws 3 cards. Illustrated by5ban Graphics'}]",,,5ban Graphics,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_006_EN.webp,Shop,,cards/promo-a/6.webp
Professor's Research,,Promo-A,P-A,7,Trainer - Supporter,,"[{'name': 'Effect', 'cost': [], 'damage': '', 'effect': 'Draw 2 cards. Illustrated byNaoki Saito'}]",,,Naoki Saito,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_007_EN.webp,Shop,,cards/promo-a/7.webp
Pokédex,,Promo-A,P-A,8,Trainer - Item,,"[{'name': 'Effect', 'cost': [], 'damage': '', 'effect': 'Look at the top 3 cards of your deck. Illustrated byYuu Nishida'}]",,,Yuu Nishida,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_008_EN.webp,Campaign,,cards/promo-a/8.webp
Pikachu,Lightning,Promo-A,P-A,9,Pokémon - Basic,60,"[{'name': 'Gnaw', 'cost': ['L'], 'damage': '20', 'effect': ''}]",Fighting,1,Atsushi Furusawa,"When it is angered, it immediately discharges the energy stored in the pouches in its cheeks.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_009_EN.webp,Premium Missions,,cards/promo-a/9.webp
Mewtwo,Psychic,Promo-A,P-A,10,Pokémon - Basic,120,"[{'name': 'Power Blast', 'cost': ['PPCC'], 'damage': '120', 'effect': 'Discard 2 [P] Energy from this Pokémon.'}]",Darkness,2,Krgc,It was created by a scientist after years of horrific gene-splicing and DNA-engineering experiments.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_010_EN.webp,Premium Missions,,cards/promo-a/10.webp
Chansey,Colorless,Promo-A,P-A,11,Pokémon - Basic,120,"[{'name': 'Gentle Slap', 'cost': ['CCC'], 'damage': '60', 'effect': ''}]",Fighting,3,sowsow,This kindly Pokémon lays highly nutritious eggs and shares them with injured Pokémon or people.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_011_EN.webp,Wonder Pick,,cards/promo-a/11.webp
Meowth,Colorless,Promo-A,P-A,12,Pokémon - Basic,60,"[{'name': 'Pay Day', 'cost': ['C'], 'damage': '10', 'effect': 'Draw 1 card.'}]",Fighting,1,Shigenori Negishi,"All it does is sleep during the daytime. At night, it patrols its territory with its eyes aglow.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_012_EN.webp,Wonder Pick,,cards/promo-a/12.webp
Butterfree,Grass,Promo-A,P-A,13,Pokémon - Stage 2 - Evolves from Metapod,120,"[{'name': 'Gust', 'cost': ['GCC'], 'damage': '60', 'effect': ''}]",Fire,1,miki kudo,"In battle, it flaps its wings at great speed to release highly toxic dust into the air.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_013_EN.webp,Promo pack,,cards/promo-a/13.webp
Lapras ex,Water,Promo-A,P-A,14,Pokémon - Basic,140,"[{'name': 'Bubble Drain', 'cost': ['WWC'], 'damage': '80', 'effect': 'Heal 20 damage from this Pokémon.'}]",Lightning,3,PLANETA CG Works,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_014_EN.webp,Promo pack,,cards/promo-a/14.webp
Pikachu,Lightning,Promo-A,P-A,15,Pokémon - Basic,60,"[{'name': 'Gnaw', 'cost': ['L'], 'damage': '20', 'effect': ''}]",Fighting,1,Kouki Saitou,"When it is angered, it immediately discharges the energy stored in the pouches in its cheeks.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_015_EN.webp,Promo pack,,cards/promo-a/15.webp
Clefairy,Psychic,Promo-A,P-A,16,Pokémon - Basic,60,"[{'name': 'Slap', 'cost': ['P'], 'damage': '20', 'effect': ''}]",Metal,1,Shibuzoh.,It is said that happiness will come to those who see a gathering of Clefairy dancing under a full moon.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_016_EN.webp,Promo pack,,cards/promo-a/16.webp
Mankey,Fighting,Promo-A,P-A,17,Pokémon - Basic,50,"[{'name': 'Reckless Charge', 'cost': ['F'], 'damage': '30', 'effect': 'This Pokémon also does 10 damage to itself.'}]",Psychic,1,Souichirou Gunjima,"It lives in groups in the treetops. If it loses sight of its group, it becomes infuriated by its loneliness.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_017_EN.webp,Promo pack,,cards/promo-a/17.webp
Venusaur,Grass,Promo-A,P-A,18,Pokémon - Stage 2 - Evolves from Ivysaur,160,"[{'name': 'Mega Drain', 'cost': ['GGCC'], 'damage': '80', 'effect': 'Heal 30 damage from this Pokémon.'}]",Fire,3,Kuroimori,Its plant blooms when it is absorbing solar energy. It stays on the move to seek sunlight.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_018_EN.webp,Promo pack,,cards/promo-a/18.webp
Greninja,Water,Promo-A,P-A,19,Pokémon - Stage 2 - Evolves from Frogadier,120,"[{'name': 'Mist Slash', 'cost': ['WC'], 'damage': '60', 'effect': ''}]",Lightning,1,Sanosuke Sakuma,"It creates throwing stars out of compressed water.  When it spins them and throws them at high speed,  these stars can split metal in two.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_019_EN.webp,Promo pack,,cards/promo-a/19.webp
Haunter,Psychic,Promo-A,P-A,20,Pokémon - Stage 1 - Evolves from Gastly,70,"[{'name': 'Surprise Attack', 'cost': ['P'], 'damage': '50', 'effect': 'Flip a coin. If tails, this attack does nothing.'}]",Darkness,1,Mékayu,It likes to lurk in the dark and tap shoulders with a gaseous hand. Its touch causes endless shuddering.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_020_EN.webp,Promo pack,,cards/promo-a/20.webp
Onix,Fighting,Promo-A,P-A,21,Pokémon - Basic,110,"[{'name': 'Land Crush', 'cost': ['FFF'], 'damage': '70', 'effect': ''}]",Grass,4,Tomokazu Komiya,"As it digs through the ground, it absorbs many hard objects. This is what makes its body so solid.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_021_EN.webp,Promo pack,,cards/promo-a/21.webp
Jigglypuff,Colorless,Promo-A,P-A,22,Pokémon - Basic,60,"[{'name': 'Sing', 'cost': ['C'], 'damage': '0', 'effect': ""Your opponent's Active Pokémon is now Asleep.""}]",Fighting,1,Kurata So,"When its huge eyes waver, it sings a mysteriously soothing melody that lulls its enemies to sleep.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_022_EN.webp,Promo pack,,cards/promo-a/22.webp
Bulbasaur,Grass,Promo-A,P-A,23,Pokémon - Basic,70,"[{'name': 'Vine Whip', 'cost': ['GC'], 'damage': '40', 'effect': ''}]",Fire,1,Kouki Saitou,There is a plant seed on its back right from the day this Pokémon is born. The seed slowly grows larger.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_023_EN.webp,Wonder Pick,,cards/promo-a/23.webp
Magnemite,Lightning,Promo-A,P-A,24,Pokémon - Basic,60,"[{'name': 'Lightning Ball', 'cost': ['L'], 'damage': '20', 'effect': ''}]",Fighting,1,Miki Tanaka,"The electromagnetic waves emitted by the units at the sides of its head expel antigravity, which allows it to float.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_024_EN.webp,Wonder Pick,,cards/promo-a/24.webp
Moltres ex,Fire,Promo-A,P-A,25,Pokémon - Basic,140,"[{'name': 'Inferno Dance', 'cost': ['R'], 'damage': '0', 'effect': 'Flip 3 coins. Take an amount of [R] Energy from your Energy Zone equal to the number of heads and attach it to your Benched [R] Pokémon in any way you like.'}, {'name': 'Heat Blast', 'cost': ['RCC'], 'damage': '70', 'effect': ''}]",Lightning,2,PLANETA Igarashi,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_025_EN.webp,Premium Missions,,cards/promo-a/25.webp
Pikachu,Lightning,Promo-A,P-A,26,Pokémon - Basic,60,"[{'name': 'Gnaw', 'cost': ['L'], 'damage': '20', 'effect': ''}]",Fighting,1,Kouki Saitou,"When it is angered, it immediately discharges the energy stored in the pouches in its cheeks.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_026_EN.webp,Campaign,,cards/promo-a/26.webp
Snivy,Grass,Promo-A,P-A,27,Pokémon - Basic,60,"[{'name': 'Tackle', 'cost': ['G'], 'damage': '20', 'effect': ''}]",Fire,1,Yoriyuki Ikegami,Being exposed to sunlight makes its movements swifter. It uses vines more adeptly than its hands.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_027_EN.webp,Promo pack,,cards/promo-a/27.webp
Volcarona,Fire,Promo-A,P-A,28,Pokémon - Stage 1 - Evolves from Larvesta,120,"[{'name': 'Volcanic Ash', 'cost': ['RRC'], 'damage': '0', 'effect': ""Discard 2 [R] Energy from this Pokémon. This attack does 80 damage to 1 of your opponent's Pokémon.""}]",Water,2,Shin Nagasawa,"Its burning body causes it to be unpopular in hot parts of the world, but in cold ones, Volcarona is revered as an embodiment of the sun.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_028_EN.webp,Promo pack,,cards/promo-a/28.webp
Blastoise,Water,Promo-A,P-A,29,Pokémon - Stage 2 - Evolves from Wartortle,150,"[{'name': 'Hydro Pump', 'cost': ['WWC'], 'damage': '80+', 'effect': 'If this Pokémon has at least 2 extra [W] Energy attached, this attack does 60 more damage.'}]",Lightning,3,danciao,"It crushes its foe under its heavy body to cause fainting. In a pinch, it will withdraw inside its shell.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_029_EN.webp,Promo pack,,cards/promo-a/29.webp
Eevee,Colorless,Promo-A,P-A,30,Pokémon - Basic,60,"[{'name': 'Growl', 'cost': ['C'], 'damage': '0', 'effect': ""During your opponent's next turn, attacks used by the Defending Pokémon do −20 damage.""}]",Fighting,1,En Morikura,Its ability to evolve into many forms allows it to adapt smoothly and perfectly to any environment.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_030_EN.webp,Promo pack,,cards/promo-a/30.webp
Cinccino,Colorless,Promo-A,P-A,31,Pokémon - Stage 1 - Evolves from Minccino,90,"[{'name': 'Do the Wave', 'cost': ['CCC'], 'damage': '30x', 'effect': 'This attack does 30 damage for each of your Benched Pokémon.'}]",Fighting,1,MAHOU,Its body secretes oil that this Pokémon spreads over its nest as a coating to protect it from dust. Cinccino won’t tolerate even a speck of the stuff.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_031_EN.webp,Promo pack,,cards/promo-a/31.webp
Charmander,Fire,Promo-A,P-A,32,Pokémon - Basic,60,"[{'name': 'Ember', 'cost': ['R'], 'damage': '30', 'effect': 'Discard a [R] Energy from this Pokémon.'}]",Water,1,Naoyo Kimura,"It has a preference for hot things. When it rains, steam is said to spout from the tip of its tail.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_032_EN.webp,Wonder Pick,,cards/promo-a/32.webp
Squirtle,Water,Promo-A,P-A,33,Pokémon - Basic,60,"[{'name': 'Water Gun', 'cost': ['W'], 'damage': '20', 'effect': ''}]",Lightning,1,Kanako Eo,"When it retracts its long neck into its shell, it squirts out water with vigorous force.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_033_EN.webp,Wonder Pick,,cards/promo-a/33.webp
Piplup,Water,Promo-A,P-A,34,Pokémon - Basic,60,"[{'name': 'Nap', 'cost': ['C'], 'damage': '0', 'effect': 'Heal 20 damage from this Pokémon.'}]",Lightning,1,Kariya,It doesn’t like to be taken care of. It’s difficult to bond with since it won’t listen to its Trainer.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_034_EN.webp,Premium Missions,,cards/promo-a/34.webp
Turtwig,Grass,Promo-A,P-A,35,Pokémon - Basic,80,"[{'name': 'Bite', 'cost': ['GC'], 'damage': '30', 'effect': ''}]",Fire,2,Atsuko Nishida,It uses its whole body to photosynthesize when exposed to sunlight. Its shell is made from hardened soil.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_035_EN.webp,Promo pack,,cards/promo-a/35.webp
Electivire,Lightning,Promo-A,P-A,36,Pokémon - Stage 1 - Evolves from Electabuzz,120,"[{'name': 'Exciting Voltage', 'cost': ['LL'], 'damage': '40+', 'effect': 'If this Pokémon has at least 2 extra [L] Energy attached, this attack does 80 more damage.'}]",Fighting,3,Sumiyoshi Kizuki,The amount of electrical energy this Pokémon produces is proportional to the rate of its pulse. The voltage jumps while Electivire is battling.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_036_EN.webp,Promo pack,,cards/promo-a/36.webp
Cresselia ex,Psychic,Promo-A,P-A,37,Pokémon - Basic,140,"[{'name': 'Psychic Flash', 'cost': ['PPC'], 'damage': '80', 'effect': ''}]",Darkness,2,PLANETA Mochizuki,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_037_EN.webp,Promo pack,,cards/promo-a/37.webp
Misdreavus,Psychic,Promo-A,P-A,38,Pokémon - Basic,60,"[{'name': 'Confuse Ray', 'cost': ['P'], 'damage': '0', 'effect': ""Your opponent's Active Pokémon is now Confused.""}]",Darkness,1,Miki Tanaka,This Pokémon startles people in the middle of the night. It gathers fear as its energy.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_038_EN.webp,Promo pack,,cards/promo-a/38.webp
Skarmory,Metal,Promo-A,P-A,39,Pokémon - Basic,80,"[{'name': 'Metal Arms', 'cost': ['M'], 'damage': '20+', 'effect': 'If this Pokémon has a Pokémon Tool attached, this attack does 30 more damage.'}]",Lightning,1,Anesaki Dynamic,"People fashion swords from Skarmory’s shed feathers, so this Pokémon is a popular element in heraldic designs.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_039_EN.webp,Promo pack,,cards/promo-a/39.webp
Chimchar,Fire,Promo-A,P-A,40,Pokémon - Basic,60,"[{'name': 'Scratch', 'cost': ['R'], 'damage': '20', 'effect': ''}]",Water,1,sui,Its fiery rear end is fueled by gas made in its belly. Even rain can’t extinguish the fire.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_040_EN.webp,Wonder Pick,,cards/promo-a/40.webp
Togepi,Psychic,Promo-A,P-A,41,Pokémon - Basic,50,"[{'name': 'Pound', 'cost': ['P'], 'damage': '20', 'effect': ''}]",Metal,1,Naoyo Kimura,The shell seems to be filled with joy. It is said that it will share good luck when treated kindly.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_041_EN.webp,Wonder Pick,,cards/promo-a/41.webp
Darkrai ex,Darkness,Promo-A,P-A,42,Pokémon - Basic,140,"[{'name': 'Dark Prism', 'cost': ['DDC'], 'damage': '80', 'effect': ''}]",Grass,2,PLANETA Mochizuki,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_042_EN.webp,Premium Missions,,cards/promo-a/42.webp
Cherrim,Grass,Promo-A,P-A,43,Pokémon - Stage 1 - Evolves from Cherubi,80,"[{'name': 'Leech Seed', 'cost': ['GG'], 'damage': '60', 'effect': 'Heal 20 damage from this Pokémon.'}]",Fire,1,MAHOU,"After absorbing plenty of sunlight, Cherrim takes this form. It’s full of energy while it’s like this, and its liveliness will go on until sundown.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_043_EN.webp,Promo pack,,cards/promo-a/43.webp
Raichu,Lightning,Promo-A,P-A,44,Pokémon - Stage 1 - Evolves from Pikachu,90,"[{'name': 'Spark', 'cost': ['LL'], 'damage': '40', 'effect': ""This attack also does 20 damage to 1 of your opponent's Benched Pokémon.""}]",Fighting,1,Kazumasa Yasukuni,"Its tail discharges electricity into the ground, protecting it from getting shocked.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_044_EN.webp,Promo pack,,cards/promo-a/44.webp
Nosepass,Fighting,Promo-A,P-A,45,Pokémon - Basic,60,"[{'name': 'Iron Defense', 'cost': ['CC'], 'damage': '0', 'effect': ""Flip a coin. If heads, during your opponent's next turn, prevent all damage done to this Pokémon by attacks.""}]",Grass,1,Tomokazu Komiya,"It moves less than an inch a year, but when it’s in a jam, it will spin and drill down into the ground in a split second.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_045_EN.webp,Promo pack,,cards/promo-a/45.webp
Gible,Fighting,Promo-A,P-A,46,Pokémon - Basic,60,"[{'name': 'Tackle', 'cost': ['F'], 'damage': '20', 'effect': ''}]",Grass,1,Uninori,"It skulks in caves, and when prey or an enemy passes by, it leaps out and chomps them. The force of its attack sometimes chips its teeth.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_046_EN.webp,Promo pack,,cards/promo-a/46.webp
Staraptor,Colorless,Promo-A,P-A,47,Pokémon - Stage 2 - Evolves from Staravia,140,"[{'name': 'Wing Attack', 'cost': ['CCC'], 'damage': '90', 'effect': ''}]",Lightning,1,Hasuno,"When Staravia evolve into Staraptor, they leave the flock to live alone. They have sturdy wings.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_047_EN.webp,Promo pack,,cards/promo-a/47.webp
Manaphy,Water,Promo-A,P-A,48,Pokémon - Basic,50,"[{'name': 'Oceanic Gift', 'cost': ['W'], 'damage': '0', 'effect': 'Choose 2 of your Benched Pokémon. For each of those Pokémon, take a [W] Energy from your Energy Zone and attach it to that Pokémon.'}]",Lightning,1,sui,It is born with a wondrous power that lets it bond with any kind of Pokémon.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_048_EN.webp,Wonder Pick,,cards/promo-a/48.webp
Snorlax,Colorless,Promo-A,P-A,49,Pokémon - Basic,140,"[{'name': 'Collapse', 'cost': ['CCCC'], 'damage': '100', 'effect': 'This Pokémon is now Asleep.'}]",Fighting,4,okayamatakatoshi,"It is not satisfied unless it eats over 880 pounds of food every day. When it is done eating, it goes promptly to sleep.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_049_EN.webp,Wonder Pick,,cards/promo-a/49.webp
Mewtwo ex,Psychic,Promo-A,P-A,50,Pokémon - Basic,150,"[{'name': 'Psychic Sphere', 'cost': ['PC'], 'damage': '50', 'effect': ''}, {'name': 'Psydrive', 'cost': ['PPCC'], 'damage': '150', 'effect': 'Discard 2 [P] Energy from this Pokémon.'}]",Darkness,2,PLANETA Mochizuki,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_050_EN.webp,,,cards/promo-a/50.webp
Cyclizar,Colorless,Promo-A,P-A,51,Pokémon - Basic,80,"[{'name': 'Overacceleration', 'cost': ['C'], 'damage': '20', 'effect': ""During your next turn, this Pokémon's Overacceleration attack does +20 damage.""}]",Fighting,1,Shigenori Negishi,"Apparently Cyclizar has been allowing people to ride on its back since ancient times. Depictions of this have been found in 10,000-year-old murals.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_051_EN.webp,Missions,,cards/promo-a/51.webp
Sprigatito,Grass,Promo-A,P-A,52,Pokémon - Basic,60,"[{'name': 'Cry for Help', 'cost': ['G'], 'damage': '0', 'effect': 'Put 1 random [G] Pokémon from your deck into your hand.'}]",Fire,1,MINAMINAMI Take,Its fluffy fur is similar in composition to plants. This Pokémon frequently washes its face to keep it from drying out.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_052_EN.webp,Premium Missions,,cards/promo-a/52.webp
Floatzel,Water,Promo-A,P-A,53,Pokémon - Stage 1 - Evolves from Buizel,100,"[{'name': 'Attack the Wound', 'cost': ['W'], 'damage': '10+', 'effect': ""If your opponent's Active Pokémon has damage on it, this attack does 60 more damage.""}]",Lightning,1,Shin Nagasawa,"With its flotation sac inflated, it can carry people on its back. It deflates the sac before it dives.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_053_EN.webp,Promo pack,,cards/promo-a/53.webp
Pawmot,Lightning,Promo-A,P-A,54,Pokémon - Stage 2 - Evolves from Pawmo,140,"[{'name': 'Electric Punch', 'cost': ['LL'], 'damage': '70', 'effect': ''}]",Fighting,0,REND,"This Pokémon normally is slow to react, but once it enters battle, it will strike down its enemies with lightning-fast movements.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_054_EN.webp,Promo pack,,cards/promo-a/54.webp
Machamp,Fighting,Promo-A,P-A,55,Pokémon - Stage 2 - Evolves from Machoke,150,"[{'name': 'Power Press', 'cost': ['FF'], 'damage': '70+', 'effect': 'If this Pokémon has at least 2 extra [F] Energy attached, this attack does 50 more damage.'}]",Psychic,2,Masakazu Fukuda,It quickly swings its four arms to rock its opponents with ceaseless punches and chops from all angles.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_055_EN.webp,Promo pack,,cards/promo-a/55.webp
Ekans,Darkness,Promo-A,P-A,56,Pokémon - Basic,60,"[{'name': 'Poison Sting', 'cost': ['D'], 'damage': '0', 'effect': ""Your opponent's Active Pokémon is now Poisoned.""}]",Fighting,1,Krgc,"By dislocating its jaw, it can swallow prey larger than itself. After a meal, it curls up and rests.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_056_EN.webp,Promo pack,,cards/promo-a/56.webp
